nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.104611,0.174417,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.0353683,0.10388,0.17444,nan,nan,nan,nan,nan
nan,nan,-0.385108,-0.313085,-0.244176,-0.174569,-0.105049,-0.0341889,0.0345021,0.104977,0.174522,nan,nan,nan,nan,nan
nan,nan,nan,-0.314876,-0.245298,-0.17573,-0.10636,-0.0347102,0.0355619,0.105316,0.174858,nan,nan,nan,nan,nan
nan,nan,nan,-0.314097,-0.243375,-0.174089,-0.105047,-0.0347462,0.0362617,0.106011,0.174128,0.245188,nan,nan,nan,nan
nan,nan,nan,nan,-0.244413,-0.174608,-0.104551,-0.0345197,0.0355223,0.105852,0.174012,0.244624,0.314635,0.383141,nan,nan
nan,nan,nan,nan,-0.244647,-0.174068,-0.103792,-0.0343656,0.0348563,0.104888,0.176936,0.2447,0.315249,0.38234,nan,nan
nan,nan,nan,-0.313277,-0.243537,-0.174026,-0.104982,-0.0352352,0.0357271,0.104453,0.174968,0.24374,nan,nan,nan,nan
nan,nan,nan,-0.314848,-0.243891,-0.174042,-0.105536,-0.0354596,0.0341864,0.103627,0.174944,nan,nan,nan,nan,nan
nan,nan,-0.385571,-0.31535,-0.244923,-0.173486,-0.104437,-0.034564,0.0361612,0.104087,0.174037,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.03529,0.104991,0.173355,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10549,0.174483,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
