0.0748626,0.0663361
0.22782,0.0660327
0.391678,0.0665869
0.569238,0.0659897
0.759437,0.0664768
0.962685,0.0662459
1.17735,0.0664941
0.0801791,0.200024
0.242603,0.20017
0.412533,0.199921
0.590146,0.199563
0.780495,0.198629
0.980506,0.200088
1.18918,0.201234
0.0836302,0.33253
0.252781,0.333009
0.428377,0.333129
0.607209,0.333826
0.797081,0.332518
0.990677,0.332787
1.19635,0.335356
0.0844627,0.46642
0.255265,0.465178
0.431182,0.465088
0.613375,0.467029
0.804885,0.467184
0.99669,0.467115
1.19664,0.468796
0.0850041,0.600106
0.254212,0.598638
0.432339,0.59882
0.613583,0.601149
0.798055,0.600224
0.998402,0.601568
1.19653,0.602094
0.0821659,0.733181
0.249272,0.732955
0.419892,0.733724
0.604486,0.731194
0.7926,0.73492
0.98461,0.734635
1.19238,0.735024
0.0768617,0.867364
0.236787,0.867116
0.406364,0.866756
0.584254,0.866684
0.772112,0.867414
0.973505,0.868974
1.1845,0.867455
