0.0737166,0.0625767
0.228053,0.0591941
0.391751,0.0577622
0.571939,0.057641
0.758315,0.0572006
0.961358,0.058714
1.17637,0.0620975
0.0807476,0.185471
0.242865,0.177803
0.412961,0.172617
0.592965,0.17218
0.780415,0.171504
0.98121,0.174482
1.18982,0.180805
0.083528,0.302565
0.250566,0.292488
0.428268,0.285992
0.610676,0.285544
0.797897,0.286531
0.993619,0.290541
1.19345,0.297578
0.0852892,0.415247
0.253408,0.403246
0.430826,0.39706
0.611606,0.392091
0.800501,0.395693
0.994925,0.399601
1.19812,0.406599
0.084068,0.520439
0.253486,0.509122
0.429267,0.504422
0.612506,0.500596
0.798354,0.499415
0.992381,0.505123
1.19711,0.51385
0.0814046,0.61935
0.247721,0.610067
0.42085,0.604248
0.599372,0.601815
0.789139,0.601196
0.985243,0.608158
1.1927,0.613703
0.0767727,0.711836
0.235976,0.705602
0.403291,0.703242
0.581854,0.702084
0.772531,0.702656
0.974094,0.702813
1.18324,0.707169
