0.0828247,0.332962,0.0844348,0.332317,0.0834044,0.333099,0.0837721,0.331989
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.252123,0.332917,0.253214,0.333074,0.253135,0.333564,0.252312,0.332292
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.428371,0.333641,0.428639,0.33315,0.429378,0.333769,0.42881,0.332176
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.606244,0.333824,0.60799,0.33396,0.60728,0.334388,0.607209,0.332938
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.796251,0.33342,0.797234,0.332789,0.796443,0.333269,0.796207,0.33245
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.990268,0.332668,0.991817,0.333897,0.991241,0.333923,0.991547,0.332456
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.19553,0.335414,1.19675,0.335119,1.19632,0.335978,1.19658,0.334927
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.0838398,0.466683,0.0850394,0.466309,0.0842907,0.467023,0.0843711,0.465958
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.255235,0.465061,0.255514,0.464745,0.255616,0.465308,0.25564,0.464422
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.430013,0.465036,0.430911,0.464356,0.431082,0.46556,0.430771,0.465005
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.612639,0.46624,0.614235,0.465824,0.612229,0.467386,0.614016,0.464885
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.803591,0.467564,0.806093,0.467313,0.805598,0.467338,0.804044,0.466878
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.995491,0.466625,0.998113,0.467455,0.996404,0.467687,0.996891,0.466393
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.19642,0.468603,1.19818,0.468272,1.19615,0.469085,1.19681,0.468438
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.0842466,0.600047,0.085701,0.599966,0.0851273,0.600555,0.0850639,0.59964
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.253755,0.599078,0.254831,0.598191,0.254278,0.598746,0.254855,0.598112
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.431885,0.598521,0.431474,0.598845,0.431406,0.59926,0.432539,0.598305
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.61226,0.600769,0.613967,0.601421,0.612878,0.601724,0.61357,0.600657
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.797554,0.600262,0.798902,0.600044,0.798129,0.60143,0.798356,0.600269
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.996591,0.601918,0.998358,0.601594,0.998279,0.601986,0.997595,0.601196
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.1957,0.602098,1.19732,0.602141,1.19672,0.602598,1.19663,0.601669
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.0819601,0.733198,0.0827055,0.732856,0.0821305,0.733548,0.0823628,0.732638
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.248916,0.733481,0.250216,0.733159,0.249476,0.733741,0.249429,0.732937
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.419769,0.733972,0.420462,0.733645,0.420055,0.733767,0.420947,0.733294
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.60439,0.73163,0.605521,0.731526,0.604823,0.731585,0.604506,0.731189
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.791532,0.734676,0.792833,0.734451,0.79196,0.735672,0.79214,0.734373
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.983445,0.734766,0.98558,0.734713,0.984492,0.734734,0.985136,0.734421
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.19124,0.734541,1.19294,0.734614,1.19238,0.735575,1.19231,0.734343
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.0762172,0.867473,0.0776653,0.867609,0.0768373,0.867914,0.0767908,0.867105
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.236351,0.866817,0.237309,0.866729,0.236839,0.867404,0.236562,0.866497
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.405182,0.866559,0.406725,0.866397,0.405834,0.866799,0.405892,0.866183
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.583365,0.866632,0.584498,0.866539,0.583967,0.867257,0.584093,0.865979
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.771293,0.867513,0.772607,0.867391,0.772116,0.867674,0.772124,0.867305
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.97273,0.86902,0.974184,0.869113,0.973524,0.86911,0.97377,0.868685
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.18368,0.867354,1.1848,0.867282,1.18479,0.867776,1.18386,0.867016
