0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174103,0.0113068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227509,0.0590668,0.0879211,0.107452,0.113388,0.080368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218811,0.0543518,0.0900269,0.12851,0.169296,0.218781,0.29451,0.471375,0.802826,0.9758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218811,0.0523987,0.0851746,0.116287,0.155685,0.193298,0.244659,0.30571,0.399841,0.540726,0.714615,0.84935,0.93454,0.988419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266418,0.0571136,0.0839539,0.112839,0.145264,0.173508,0.209824,0.258026,0.306564,0.370148,0.455582,0.558228,0.675629,0.778641,0.857452,0.91507,0.957138,0.991928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409851,0.0767059,0.102386,0.125885,0.152588,0.173309,0.202438,0.231369,0.26474,0.301971,0.356293,0.41275,0.490082,0.566696,0.657242,0.735611,0.804749,0.858994,0.901474,0.936081,0.966553,0.992081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211548,0.175323,0.171539,0.174835,0.185944,0.196213,0.213531,0.229706,0.255325,0.283005,0.311401,0.348495,0.393356,0.447464,0.506271,0.573441,0.637527,0.701508,0.763794,0.812393,0.854172,0.889023,0.914917,0.941681,0.966431,0.992035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947525,0.788971,0.515854,0.360764,0.298508,0.273712,0.264023,0.265427,0.272278,0.286011,0.300766,0.325638,0.353958,0.386292,0.425064,0.474289,0.524429,0.573746,0.626587,0.681946,0.72821,0.771561,0.808929,0.842865,0.868286,0.891602,0.916321,0.939621,0.963226,0.989807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974701,0.924408,0.845932,0.725861,0.581253,0.467331,0.391983,0.351089,0.332809,0.326523,0.326904,0.333374,0.343948,0.365295,0.388412,0.416763,0.450012,0.489609,0.532928,0.571579,0.619492,0.664291,0.703018,0.737045,0.770782,0.80098,0.825195,0.848022,0.866959,0.882507,0.903076,0.922745,0.945801,0.98465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98204,0.950729,0.912979,0.858139,0.790741,0.701202,0.605194,0.521393,0.459702,0.416641,0.389847,0.382645,0.370331,0.377762,0.383835,0.399536,0.417206,0.443161,0.470505,0.502792,0.535645,0.572037,0.608292,0.648407,0.67897,0.713623,0.738754,0.762527,0.783066,0.803314,0.817963,0.828903,0.839371,0.847198,0.85466,0.86351,0.873138,0.91777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
