X,Y,F11,F12,F21,F22
0.0666667,0.0666667,1.10593,0.0570432,-0.0133182,1.00464
X,Y,F11,F12,F21,F22
0.2,0.0666667,1.19583,0.155621,-0.0143966,1.00876
X,Y,F11,F12,F21,F22
0.333333,0.0666667,1.26661,0.205788,0.0042192,0.997503
X,Y,F11,F12,F21,F22
0.466667,0.0666667,1.35719,0.218854,0.0247891,1.01526
X,Y,F11,F12,F21,F22
0.6,0.0666667,1.4622,0.177566,-0.001763,0.998535
X,Y,F11,F12,F21,F22
0.733333,0.0666667,1.56801,0.183216,-0.0178616,0.993059
X,Y,F11,F12,F21,F22
0.866667,0.0666667,1.63437,0.116296,-0.00310841,1.00048
X,Y,F11,F12,F21,F22
0.0666667,0.2,1.21379,0.00363176,-0.0119308,0.987758
X,Y,F11,F12,F21,F22
0.2,0.2,1.25493,0.0969884,0.00224018,0.983891
X,Y,F11,F12,F21,F22
0.333333,0.2,1.28386,0.150306,-0.0263211,1.0219
X,Y,F11,F12,F21,F22
0.466667,0.2,1.3875,0.137725,-0.018535,0.974471
X,Y,F11,F12,F21,F22
0.6,0.2,1.45966,0.212772,-0.0306408,0.994357
X,Y,F11,F12,F21,F22
0.733333,0.2,1.4941,0.0714193,0.005515,1.00383
X,Y,F11,F12,F21,F22
0.866667,0.2,1.55941,0.0390109,0.00485581,0.974979
X,Y,F11,F12,F21,F22
0.0666667,0.333333,1.2614,0.0351089,0.00290639,0.991036
X,Y,F11,F12,F21,F22
0.2,0.333333,1.27543,0.0427369,0.0355528,0.988347
X,Y,F11,F12,F21,F22
0.333333,0.333333,1.31521,0.0345157,-0.0326441,1.01573
X,Y,F11,F12,F21,F22
0.466667,0.333333,1.37848,0.100964,-0.0234972,0.993662
X,Y,F11,F12,F21,F22
0.6,0.333333,1.43494,0.0726571,-0.0153997,1.00614
X,Y,F11,F12,F21,F22
0.733333,0.333333,1.47655,0.089186,-0.00682391,1.01607
X,Y,F11,F12,F21,F22
0.866667,0.333333,1.52662,0.00189915,-0.00495152,1.01816
X,Y,F11,F12,F21,F22
0.0666667,0.466667,1.27554,0.0325219,-0.0034119,0.99289
X,Y,F11,F12,F21,F22
0.2,0.466667,1.29866,0.0279243,-0.0110344,1.01854
X,Y,F11,F12,F21,F22
0.333333,0.466667,1.34769,-0.0053441,-0.0164132,1.00039
X,Y,F11,F12,F21,F22
0.466667,0.466667,1.35128,-0.00477191,0.0198265,1.03041
X,Y,F11,F12,F21,F22
0.6,0.466667,1.44591,0.0131836,0.0155596,0.972098
X,Y,F11,F12,F21,F22
0.733333,0.466667,1.48665,-0.0179131,-0.00367638,0.980603
X,Y,F11,F12,F21,F22
0.866667,0.466667,1.47473,-0.00233968,0.00384804,0.986665
X,Y,F11,F12,F21,F22
0.0666667,0.6,1.26427,-0.0211008,0.00808873,1.0076
X,Y,F11,F12,F21,F22
0.2,0.6,1.24971,-0.0444237,-0.0260802,1.00516
X,Y,F11,F12,F21,F22
0.333333,0.6,1.30945,-0.0437695,-0.00685777,0.983675
X,Y,F11,F12,F21,F22
0.466667,0.6,1.39546,-0.0478386,0.0127468,1.0086
X,Y,F11,F12,F21,F22
0.6,0.6,1.48675,-0.049768,0.00872255,0.965233
X,Y,F11,F12,F21,F22
0.733333,0.6,1.46434,0.0150089,0.0215026,1.01717
X,Y,F11,F12,F21,F22
0.866667,0.6,1.53158,-0.0253918,-0.00613594,1.00106
X,Y,F11,F12,F21,F22
0.0666667,0.733333,1.23836,-0.0324037,-0.0114146,1.00503
X,Y,F11,F12,F21,F22
0.2,0.733333,1.25643,-0.0450509,-0.0176745,1.00014
X,Y,F11,F12,F21,F22
0.333333,0.733333,1.33669,-0.108866,0.000990011,0.997455
X,Y,F11,F12,F21,F22
0.466667,0.733333,1.39706,-0.13915,-0.0229728,0.976922
X,Y,F11,F12,F21,F22
0.6,0.733333,1.44896,-0.0750657,-0.0354052,1.00427
X,Y,F11,F12,F21,F22
0.733333,0.733333,1.45913,-0.0425926,0.0055254,0.991262
X,Y,F11,F12,F21,F22
0.866667,0.733333,1.53913,-0.0819267,-0.0222215,1.01548
X,Y,F11,F12,F21,F22
0.0666667,0.866667,1.18537,-0.0566765,-0.000414582,0.997669
X,Y,F11,F12,F21,F22
0.2,0.866667,1.22894,-0.104309,-0.0104488,1.00149
X,Y,F11,F12,F21,F22
0.333333,0.866667,1.29183,-0.148203,0.0146569,0.993188
X,Y,F11,F12,F21,F22
0.466667,0.866667,1.39327,-0.161238,-0.00628653,1.00845
X,Y,F11,F12,F21,F22
0.6,0.866667,1.47605,-0.194966,0.00148536,0.994416
X,Y,F11,F12,F21,F22
0.733333,0.866667,1.5536,-0.13293,0.00017821,0.998366
X,Y,F11,F12,F21,F22
0.866667,0.866667,1.57683,-0.0627911,0.0124506,1.00013
