nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.0932963,0.281279,0.466797,0.654752,0.839541,1.02663,1.21487,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.095116,0.279127,0.466557,0.653464,0.840376,1.02603,1.21502,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0945341,0.28355,0.467476,0.654258,0.843962,1.02982,1.21537,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0928486,0.278819,0.464712,0.655976,0.837781,1.02642,1.21487,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0934041,0.281719,0.46606,0.654372,0.839032,1.02863,1.21388,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0942665,0.280933,0.465876,0.652638,0.840836,1.02708,1.21082,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0925971,0.280496,0.466818,0.655132,0.838962,1.02761,1.21431,1.4
nan,nan,nan,nan,nan,nan,nan,nan,0.0933334,0.279999,0.466667,0.653333,0.84,1.02667,1.21333,nan
