nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,0.0021147,-0.211948,-0.396022,-0.535782,-0.639763,-0.711605,-0.743987,-0.741633,-0.712364,-0.643335,-0.533044,-0.393099,-0.217142,0.00252314,nan
nan,0.215347,-0.00303395,-0.180681,-0.321933,-0.426724,-0.500427,-0.533759,-0.534988,-0.501239,-0.424442,-0.317532,-0.182893,0.00170329,0.217054,nan
nan,0.391888,0.185023,-0.00162256,-0.143921,-0.250842,-0.318356,-0.356099,-0.357089,-0.321744,-0.247086,-0.145707,-0.00651367,0.178911,0.392471,0.640001
nan,0.533863,0.3196,0.135656,0.00302831,-0.107583,-0.174231,-0.215204,-0.215219,-0.177592,-0.102366,-0.00210943,0.14199,0.320914,0.5357,0.782223
nan,0.641716,0.429169,0.251051,0.1067,0.000449503,-0.0735626,-0.106253,-0.108083,-0.067934,-0.000636743,0.106452,0.247586,0.430385,0.642912,0.888889
nan,0.708797,0.498023,0.321289,0.181379,0.0678416,-0.000672073,-0.0359942,-0.027614,0.00753395,0.0736713,0.176726,0.320357,0.498224,0.710446,0.959999
nan,0.747931,0.532816,0.350796,0.21381,0.106175,0.0392084,-0.000299229,0.00144915,0.0368801,0.109255,0.214729,0.354538,0.535012,0.744417,0.995556
nan,0.743257,0.529843,0.354177,0.20733,0.107222,0.0362009,-0.00426762,0.000907155,0.0394978,0.108177,0.209877,0.356563,0.528268,0.746467,0.995555
nan,0.706889,0.498648,0.316131,0.174996,0.0681169,0.000829329,-0.0407604,-0.0393826,0.00269637,0.0711618,0.176016,0.320717,0.498417,0.713147,0.959999
nan,0.643788,0.427061,0.251736,0.110828,0.00114916,-0.0695503,-0.100779,-0.101608,-0.0724433,0.0041835,0.109239,0.250179,0.427585,0.637937,0.888888
nan,0.534583,0.317923,0.141369,-0.00490738,-0.102008,-0.175651,-0.220897,-0.216288,-0.181025,-0.109782,-0.00603797,0.142677,0.315462,0.53631,0.782222
nan,0.391307,0.173712,0.00410496,-0.140771,-0.254268,-0.31812,-0.359846,-0.357862,-0.32494,-0.253319,-0.144417,-0.000517332,0.176089,0.391528,0.64
nan,0.213873,0.000639895,-0.182341,-0.31597,-0.430354,-0.499979,-0.527363,-0.532884,-0.498445,-0.431308,-0.319535,-0.179569,0.00404514,0.212857,0.462221
nan,-0.00225174,-0.214155,-0.390518,-0.533897,-0.63573,-0.707235,-0.744942,-0.749819,-0.709509,-0.641635,-0.531324,-0.391899,-0.213156,-0.00117459,0.248888
nan,-0.248888,-0.462221,-0.640001,-0.782222,-0.888889,-0.96,-0.995556,-0.995556,-0.96,-0.888889,-0.782222,nan,nan,nan,nan
