nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0732919,0.0669917,0.228703,0.0671819,0.393489,0.0662558,0.569608,0.0655886,0.759828,0.0679838,0.962636,0.0666243,1.17548,0.0669321,1.4,0.066667
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0789304,0.19954,0.245634,0.198804,0.415703,0.197902,0.596266,0.200295,0.781835,0.20019,0.982256,0.199239,1.18964,0.202488,1.4,0.2
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0818949,0.333004,0.252763,0.332405,0.42689,0.335681,0.607864,0.33391,0.795177,0.332894,0.992829,0.331919,1.19555,0.333652,1.4,0.333333
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0843925,0.464593,0.255256,0.465727,0.428838,0.467952,0.613596,0.464198,0.801477,0.465871,0.996424,0.467517,1.19545,0.468679,1.4,0.466667
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0842783,0.599695,0.254654,0.598909,0.428142,0.600549,0.609573,0.603985,0.798479,0.598028,0.995039,0.598827,1.19752,0.598429,1.4,0.6
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0812144,0.732863,0.249232,0.732907,0.422189,0.734128,0.596296,0.733797,0.791263,0.734004,0.984996,0.732439,1.19134,0.735025,1.4,0.733333
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.07638,0.866159,0.23505,0.866281,0.407179,0.866997,0.583356,0.867472,0.774014,0.865985,0.971891,0.867793,1.18137,0.867779,1.4,0.866667
nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,0.0684444,1,0.216,1,0.377777,1,0.553778,1,0.743999,1,0.948444,1,1.16711,1,nan,0
