0.0737873,0.063026
0.226104,0.0600457
0.392441,0.0578339
0.570517,0.0574394
0.759711,0.0570644
0.962068,0.0590611
1.17544,0.0612461
0.0785306,0.186221
0.244115,0.177482
0.415249,0.176017
0.593612,0.171661
0.77928,0.173238
0.981368,0.1761
1.18777,0.182218
0.0860982,0.303442
0.250763,0.293821
0.427992,0.285033
0.608116,0.283904
0.796669,0.284959
0.99204,0.287496
1.19312,0.297418
0.0847045,0.414577
0.258436,0.402779
0.430874,0.399024
0.614513,0.394028
0.800477,0.394824
0.997246,0.39752
1.19536,0.408174
0.0838916,0.520013
0.255254,0.509104
0.429012,0.502567
0.610831,0.501402
0.797517,0.499795
0.994177,0.503928
1.19479,0.513963
0.0819365,0.618993
0.247232,0.609108
0.420485,0.603774
0.604012,0.601275
0.789986,0.60263
0.989945,0.606392
1.19014,0.613518
0.0785147,0.711244
0.237001,0.706335
0.405846,0.703293
0.582732,0.700751
0.77248,0.701993
0.975919,0.703824
1.1811,0.708266
