nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.163706,0.0803204,0.0723122,0.0794282,0.0909733,0.103873,0.117776,0.173142
nan,nan,nan,nan,nan,nan,nan,nan,0.224702,0.158606,0.138478,0.139266,0.15036,0.164351,0.178753,0.256351
nan,nan,nan,nan,nan,nan,nan,nan,0.215633,0.192254,0.186974,0.192524,0.207767,0.222349,0.239665,0.33956
nan,nan,nan,nan,nan,nan,nan,nan,0.193228,0.205268,0.22093,0.237371,0.260805,0.279739,0.30034,0.422769
nan,nan,nan,nan,nan,nan,nan,nan,0.166091,0.215067,0.252589,0.284186,0.313563,0.336912,0.361562,0.505978
nan,nan,nan,nan,nan,nan,nan,nan,0.146278,0.233943,0.294354,0.33404,0.366834,0.395032,0.4226,0.589187
nan,nan,nan,nan,nan,nan,nan,nan,0.156787,0.287211,0.350967,0.391913,0.422755,0.454917,0.482928,0.672396
nan,nan,nan,nan,nan,nan,nan,nan,0.478447,0.518041,0.557635,0.597229,0.636823,0.676417,0.716011,nan
