leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.105953,0.333967,0.77231,0.333687,0.431761,0.583208,0.39546,0.0837686
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.273809,0.334212,0.965472,0.331829,0.609434,0.583192,0.574048,0.0849851
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.44745,0.332114,1.16822,0.333491,0.798623,0.583516,0.764007,0.08394
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.630006,0.333215,1.37447,0.333216,0.997043,0.582368,0.966377,0.0848157
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.107584,0.467331,0.779334,0.466117,0.425618,0.716988,0.416965,0.218775
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.280579,0.466991,0.973394,0.465494,0.604124,0.716663,0.597453,0.218376
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.453316,0.467592,1.17246,0.46592,0.79367,0.718859,0.783476,0.217259
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.632503,0.464742,1.37461,0.46642,0.990203,0.71574,0.986351,0.217512
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.106164,0.600576,0.773885,0.600582,0.410219,0.849356,0.429376,0.350016
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.278908,0.600577,0.972397,0.599567,0.587029,0.848863,0.607961,0.350731
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.455899,0.601234,1.17256,0.600653,0.777789,0.848166,0.796722,0.347793
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.636021,0.600149,1.37438,0.600176,0.976194,0.849955,0.993808,0.348984
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.10257,0.734061,0.765093,0.73391,0.381856,0.983678,0.432102,0.483802
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.272745,0.733664,0.96338,0.733869,0.55819,0.983489,0.613203,0.481332
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.44438,0.73249,1.16677,0.734439,0.748121,0.983371,0.801744,0.485717
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.624529,0.732503,1.37391,0.733759,0.951762,0.983007,0.998955,0.481268
