nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.19822,0.198219,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,0.138907,nan,nan,nan,nan,nan,nan,nan,nan,0.138911,nan,nan,nan
0.0707064,0.0906265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0906478,0.0707145
nan,nan,nan,nan,0.143796,nan,nan,nan,nan,nan,nan,0.143794,nan,nan,nan,nan
0.0593845,0.0758863,0.0938858,nan,nan,nan,0.154392,nan,nan,0.154391,nan,nan,nan,0.0939051,0.0758935,0.059399
nan,nan,nan,nan,nan,nan,0.134058,nan,nan,0.134047,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,0.0658364,nan,nan,nan,nan,0.065833,nan,nan,nan,nan,nan
