X,Y,F11,F12,F21,F22
0.0666667,0.0666667,1.2045,-0.0402018,-0.000602415,1.00886
X,Y,F11,F12,F21,F22
0.2,0.0666667,1.18708,0.239411,-0.0247543,0.960904
X,Y,F11,F12,F21,F22
0.333333,0.0666667,1.33633,0.191531,0.0327713,0.909959
X,Y,F11,F12,F21,F22
0.466667,0.0666667,1.40962,0.266312,0.00579685,1.03953
X,Y,F11,F12,F21,F22
0.6,0.0666667,1.49337,0.139996,-0.0103774,0.917855
X,Y,F11,F12,F21,F22
0.733333,0.0666667,1.61018,0.293054,-0.017898,0.986427
X,Y,F11,F12,F21,F22
0.866667,0.0666667,1.65653,0.128073,0.0586393,1.02787
X,Y,F11,F12,F21,F22
0.0666667,0.2,1.10457,0.0197192,-0.0375498,1.0482
X,Y,F11,F12,F21,F22
0.2,0.2,0.951265,0.347441,-0.0262513,1.02532
X,Y,F11,F12,F21,F22 
0.333333,0.2,1.36153,0.123552,0.0918602,1.11331
X,Y,F11,F12,F21,F22
0.466667,0.2,1.73369,-0.167032,0.0873413,0.797044
X,Y,F11,F12,F21,F22
0.6,0.2,1.46282,0.228499,0.0145577,1.10446
X,Y,F11,F12,F21,F22
0.733333,0.2,1.42301,-0.0292453,-0.0636277,0.828465
X,Y,F11,F12,F21,F22
0.866667,0.2,1.32507,0.210974,0.014864,1.00408
X,Y,F11,F12,F21,F22
0.0666667,0.333333,1.25916,0.0346819,-0.107511,1.00247
X,Y,F11,F12,F21,F22
0.2,0.333333,1.34036,0.162264,-0.0714343,1.06424
X,Y,F11,F12,F21,F22
0.333333,0.333333,0.96823,0.0800083,-0.319663,1.45518
X,Y,F11,F12,F21,F22
0.466667,0.333333,1.33536,-0.0729979,-0.0640768,0.780284
X,Y,F11,F12,F21,F22
0.6,0.333333,1.23769,0.133156,0.0735592,0.932918
X,Y,F11,F12,F21,F22
0.733333,0.333333,1.31939,0.109758,0.0729814,0.96903
X,Y,F11,F12,F21,F22
0.866667,0.333333,1.19172,-0.0866421,-0.0958635,0.931554
X,Y,F11,F12,F21,F22
0.0666667,0.466667,1.16163,0.0392972,0.0108749,1.00466
X,Y,F11,F12,F21,F22
0.2,0.466667,1.23742,0.112328,-0.0312571,1.06071
X,Y,F11,F12,F21,F22
0.333333,0.466667,1.09938,-0.0880325,-0.133867,1.06714
X,Y,F11,F12,F21,F22
0.466667,0.466667,1.15325,0.0464686,0.148309,0.923145
X,Y,F11,F12,F21,F22
0.6,0.466667,1.44025,0.389285,-0.0619352,1.25931
X,Y,F11,F12,F21,F22
0.733333,0.466667,1.51312,-0.160217,-0.0269601,0.948616
X,Y,F11,F12,F21,F22
0.866667,0.466667,1.51496,-0.00777636,-0.0248832,0.919271
X,Y,F11,F12,F21,F22
0.0666667,0.6,1.33766,-0.0174637,0.0965164,0.964808
X,Y,F11,F12,F21,F22
0.2,0.6,1.1783,-0.130126,-0.0563072,1.10364
X,Y,F11,F12,F21,F22
0.333333,0.6,1.53611,0.0534018,-0.2222,0.859169
X,Y,F11,F12,F21,F22
0.466667,0.6,1.01266,-0.152563,0.0627692,0.959023
X,Y,F11,F12,F21,F22
0.6,0.6,1.72177,-0.0457091,0.186586,1.22615
X,Y,F11,F12,F21,F22
0.733333,0.6,1.49125,-0.143598,-0.0438197,0.888498
X,Y,F11,F12,F21,F22
0.866667,0.6,1.24706,0.0381775,-0.0418706,0.942825
X,Y,F11,F12,F21,F22
0.0666667,0.733333,1.20903,-0.106655,0.0424017,0.943947
X,Y,F11,F12,F21,F22
0.2,0.733333,1.24856,0.103213,0.0264735,1.21463
X,Y,F11,F12,F21,F22
0.333333,0.733333,1.08549,-0.334056,0.0179454,0.96137
X,Y,F11,F12,F21,F22
0.466667,0.733333,1.35631,-0.0485293,-0.0285397,0.995101
X,Y,F11,F12,F21,F22
0.6,0.733333,1.92888,-0.317329,0.122221,1.01797
X,Y,F11,F12,F21,F22
0.733333,0.733333,1.76462,-0.235955,0.156097,0.794403
X,Y,F11,F12,F21,F22
0.866667,0.733333,1.63137,-0.146992,-0.00494663,1.02687
X,Y,F11,F12,F21,F22
0.0666667,0.866667,1.10593,-0.098031,-0.0720146,0.974597
X,Y,F11,F12,F21,F22
0.2,0.866667,1.08396,-0.101403,-0.0333284,0.973982
X,Y,F11,F12,F21,F22
0.333333,0.866667,1.52269,0.0588265,-0.0972461,0.844187
X,Y,F11,F12,F21,F22
0.466667,0.866667,1.38192,-0.0775102,-0.0568581,1.08731
X,Y,F11,F12,F21,F22
0.6,0.866667,1.45046,0.0375193,0.0372894,0.722349
X,Y,F11,F12,F21,F22
0.733333,0.866667,1.41616,0.0707124,-0.0452959,0.953151
X,Y,F11,F12,F21,F22
0.866667,0.866667,1.97714,-0.29923,-0.0306613,0.919811
