1,0,3.14159
0.951057,0.309017,3.14159
0.809017,0.587785,3.14159
0.587785,0.809017,3.14159
0.309017,0.951057,3.14159
6.12323e-17,1,3.14159
-0.309017,0.951057,3.14159
-0.587785,0.809017,3.14159
-0.809017,0.587785,3.14159
-0.951057,0.309017,3.14159
-1,1.22465e-16,3.14159
-0.951057,-0.309017,3.14159
-0.809017,-0.587785,3.14159
-0.587785,-0.809017,3.14159
-0.309017,-0.951057,3.14159
-1.83697e-16,-1,3.14159
0.309017,-0.951057,3.14159
0.587785,-0.809017,3.14159
0.809017,-0.587785,3.14159
0.951057,-0.309017,3.14159
1,0,3.14159
