2.666664000000000256e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.733336000000000432e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.866664000000000323e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.666664000000000256e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.733336000000000432e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.866664000000000323e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.666664000000000256e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.733336000000000432e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.866664000000000323e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.666664000000000256e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.733336000000000432e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.866664000000000323e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
