leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.601186,0.733328,0.602542,0.733299,0.601621,0.733802,0.60167,0.732807
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.788864,0.733109,0.790793,0.733231,0.789663,0.733737,0.789981,0.732719
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.98585,0.733642,0.987615,0.733799,0.986641,0.734098,0.986877,0.733304
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.19086,0.733528,1.19249,0.733523,1.19157,0.734056,1.19171,0.73303
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.076913,0.8666,0.0780189,0.866528,0.0774702,0.867101,0.0775682,0.866127
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.236597,0.86659,0.237681,0.866557,0.236987,0.867121,0.237088,0.866147
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.40418,0.866487,0.405702,0.866389,0.404918,0.866845,0.404859,0.866
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.583047,0.86665,0.584429,0.866593,0.583723,0.867146,0.583801,0.866059
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.771934,0.866489,0.773385,0.866526,0.772789,0.866875,0.772752,0.866152
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
0.972916,0.866689,0.974332,0.866644,0.973703,0.86714,0.973632,0.866187
leftX, leftY, rightX, rightY, topX, topY, bottomX, bottomY
1.1824,0.866898,1.18438,0.866868,1.18328,0.867364,1.18358,0.866444
