0.0741358,0.0665225
0.227931,0.0663104
0.392229,0.0663995
0.569476,0.066254
0.759429,0.0664015
0.961953,0.066566
1.17629,0.0667398
0.0804273,0.200023
0.243392,0.199672
0.413832,0.199719
0.59284,0.199571
0.782674,0.19985
0.980962,0.199694
1.18794,0.200182
0.0839615,0.333133
0.252393,0.333349
0.42604,0.332687
0.606528,0.333435
0.795684,0.333657
0.991867,0.333133
1.19444,0.333519
0.0847185,0.466274
0.255853,0.466116
0.431144,0.467172
0.612845,0.466793
0.800411,0.46654
0.996042,0.466642
1.19703,0.466728
0.0845931,0.599665
0.254449,0.599396
0.429367,0.599711
0.610342,0.600209
0.798594,0.599953
0.994642,0.600214
1.19633,0.59996
0.0824044,0.733315
0.248593,0.733059
0.42054,0.732905
0.601865,0.733292
0.790035,0.733165
0.986646,0.733794
1.19161,0.733564
0.0774656,0.866599
0.237153,0.866564
0.404885,0.866468
0.583859,0.866658
0.772639,0.866459
0.973542,0.866721
1.18335,0.86715
