nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,0.988441,0.992064,0.990945,0.991166,0.991175,0.991252,0.991782,0.988143,nan,nan,nan,nan
nan,nan,nan,0.992238,0.991196,0.99164,0.991736,0.991597,0.991419,0.991304,0.991483,0.991394,0.99207,nan,nan,nan
nan,nan,0.991957,0.991263,0.991425,0.991801,0.991385,0.991643,0.991479,0.991549,0.991298,0.991133,0.991352,0.992279,nan,nan
nan,0.988169,0.991584,0.991687,0.991395,0.99105,0.99166,0.991277,0.99165,0.991199,0.991318,0.991166,0.991231,0.991757,0.987978,nan
nan,0.991763,0.99129,0.991222,0.991394,0.991145,0.991326,0.991312,0.991432,0.991221,0.991858,0.991544,0.991517,0.991139,0.992112,nan
nan,0.991675,0.991201,0.991057,0.991823,0.99179,0.991097,0.99147,0.991445,0.991359,0.991536,0.991441,0.991308,0.991519,0.991576,nan
nan,0.991437,0.991573,0.991723,0.991222,0.991163,0.991884,0.991477,0.991376,0.991306,0.991589,0.991777,0.991215,0.991387,0.991598,nan
nan,0.991442,0.991537,0.991437,0.991354,0.991049,0.991449,0.991568,0.991188,0.991813,0.991564,0.991448,0.991474,0.991706,0.99184,nan
nan,0.991213,0.991147,0.991638,0.991539,0.991377,0.991431,0.991482,0.991439,0.991826,0.991673,0.991565,0.991303,0.991491,0.99114,nan
nan,0.991981,0.991557,0.991471,0.991705,0.991133,0.991462,0.991353,0.991147,0.991901,0.991163,0.991535,0.991112,0.99145,0.992334,nan
nan,0.988492,0.991646,0.991424,0.991456,0.991288,0.99127,0.991462,0.991272,0.991628,0.991476,0.991327,0.991738,0.991802,0.988305,nan
nan,nan,0.992014,0.990844,0.991321,0.991564,0.991222,0.991355,0.991535,0.991599,0.991329,0.991688,0.991412,0.99239,nan,nan
nan,nan,nan,0.991662,0.991432,0.991778,0.991501,0.991604,0.990925,0.991322,0.991366,0.991536,0.992163,nan,nan,nan
nan,nan,nan,nan,0.988171,0.992158,0.991608,0.991413,0.991388,0.991096,0.992413,0.988181,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
