nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000101517,-0.000157595,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,-8.07123e-05,0.000350839,-0.000538451,nan,nan,nan,nan,nan
nan,nan,0.000545455,-0.000701378,-0.000524856,0.000377765,-9.73231e-05,0.000176413,-0.000222996,0.000319373,0.000556504,nan,nan,nan,nan,nan
nan,nan,nan,-0.000643004,0.000613443,-0.00101947,0.000396893,-0.000520964,0.00035209,0.000110027,-0.000435489,nan,nan,nan,nan,nan
nan,nan,nan,-5.16472e-05,0.0012253,0.000317384,-0.000141668,0.00014731,-9.66274e-05,-0.00103447,-0.0001495,0.00018715,nan,nan,nan,nan
nan,nan,nan,nan,0.000743777,0.000419391,0.000890276,-0.000197539,0.000591732,0.000329119,-0.000103461,0.000105999,-0.000662868,0.000539404,nan,nan
nan,nan,nan,nan,0.00132316,0.000163844,-0.000189033,-0.000292475,0.000125594,-0.00145941,-0.000342279,-0.000199555,0.000533545,-0.00149837,nan,nan
nan,nan,nan,-0.000475087,-0.000307067,0.00134626,0.000110943,7.48475e-05,-5.09241e-05,-0.000294777,0.000508871,0.000132162,nan,nan,nan,nan
nan,nan,nan,0.000117579,-0.000232071,0.000287851,0.000350951,-0.000431845,0.0001753,-0.000859974,0.000223315,nan,nan,nan,nan,nan
nan,nan,0.000116878,-7.829e-05,0.00050333,2.43816e-05,0.000207456,3.81413e-05,-0.000542838,-0.000119177,-0.000191022,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,4.37356e-05,-0.000293214,-0.0001081,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.27602e-05,1.50611e-05,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
